,text,sentiment
792,May 5 71 043 deaths,Neutral
793,Reported US coronavirus cases RT THIS WILL NOT BE TOLERATED,Neutral
794,It is wrong to alter cause of death or medical data of our deceased brothers and sisters in arms RT ET when did Fauci start talking about the Remidisvir drug Because according to this article on the Gilead site they star RT nyu What we re seeing now is Trump vaulting back to the position he held throughout the early weeks of this crisis That he RT My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I RT UK coronavirus death toll continues to surge horrendously to 2nd worst in the world as our testing numbers fall back to RT Florida removed data from the state Department of Health website that showed 171 patients had coronavirus symptoms or pos uspoli covid19 donnyt Stock News by uspolitics Coronavirus magaRT Patient diagnosed with pneumonia in France in December 2019 actually had coronavirus his doctor says Fact Trump and Washington Republicans want to sabotage the protections of 135 million people living with pre existing cond RT Coronavirus This could be important the Christians look at coronavirus from a prophecy we know its time to repent and be Holy Luke21 28 WorldwideBibleStudyRT The UK becomes first country in Europe to pass 30 000 coronavirus deaths according to government figures,Negative
795,This is messed up Project Veritas catches coronavirus testing site in Michigan being staged for CBS This Morning stor RT Study shows mutant coronavirus has emerged even more contagious than the original When we are reopening schools let s open a better school and let s open a smarter education system,Positive
796,Gov Cuomo said RT Health workers that volunteered to come to NY during pandemic have to pay state income tax Cuomo should it be RT Ethics watchdog American Oversight has sued the Trump admin for failing to release emails sent by two dozen top officials RT NEW POLL is great news for edge evaporates as seen as better suited for economy co RT Wait wut Why Boris Johnson s promise of 200 000 coronavirus daily tests watered down by No 10 America s governor TM RT Relations between the U S and China strained for years have deteriorated at a rapid clip in recent months The coronavirus has RT Here come the blue checkmarks Texas salon owner fined sentenced to jail for violating coronavirus lockdown measures OANN JessSayin Yet nobody else is interesting so Wendy s wasn t lying about the freshness of their burgers RT Definitely governors are coordinating their policy attacks in citizens This isn t 10 rogue governors accidentally put RT These stories are heartbreaking and remind us that the numbers we see in the news are more than just statistics Every death RT Truther RT Texas sees thousands of new coronavirus cases days after state s stay at home order lifted have confirmed that Paulo Dybala has recovered from coronavirus after his latest test came back with negat Manager Diego Simeone was among those present as Atletico Madrid s players reported to the club s training facilities to RT Chinese government report warns of armed confrontation with U S over coronavirus outbreak,Negative
797,Convicted pedophiles are being released from jail because of coronavirus,Neutral
798,Meanwhile a hair salon owner is being thro RT Why was a Panamanian former model who was Ivanka Trump s taxpayer funded personal assistant put in charge of FEMA s PPE prog RT Latest In Middle East UAE low cost airline Air Arabia has cut jobs reducing its workforce due the coronavirus pandemic RT Over 70 000 Americans have died Tens of thousands more will die So now is perfect time to disband the Coronavirus Task For RT Hand washing still plays a key role in protecting yourself and others from coronavirus,Negative
799,Wash your hands more often,Neutral
800,RT cobb Ping,Neutral
801,fox9 And there it is,Neutral
802,The new normal with gates of hell,Negative
803,Planned all along,Neutral
804,NewNormal,Neutral
805,Is going to school in RT Gauthey GRDF remains committed to fight energy poverty more than ever in the current crisis,Negative
806,COVID 19 coronavirus EnergyPove RT runs I m not saying it is inaccurate Scientifically it is correct In common language this is a news The media heaped praise on Matt Hancock for passing his 100k testing target just a few days ago despite the fact t sujatha This was a rare opportunity given to us workers to voice our side Very rare indeed,Positive
807,Fauci said he s willing to bet anything that people who recover from the new coronavirus are really protected from reinfec RT My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I Check out this new BATTLE APPAREL fleece blanket that I uploaded to ODX lovely article Here are some of Google and Apple s new rules for their coronavirus tracing technology,Negative
808,No location tracking,Negative
809,Only go RT Coronavirus researcher killed in suspected murder suicide while on the verge of a significant breakthrough,Negative
810,That s no RT asmussen BAD REPORTER Coronavirus Task Force To Close,Negative
811,at,Neutral
812,AnthonyFauci,Neutral
813,PizzaRat,Neutral
814,PizzaGroundhog,Neutral
815,Coron RT This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT Did you know,Negative
816,The 25 universities with the largest endowments were allocated 801 3 million in Coronavirus relief fundi RT SEE IT At least 20 bodies removed from Harlem nursing home during coronavirus pandemic though state data only shows f RT The UK becomes first country in Europe to pass 30 000 coronavirus deaths according to government figures,Positive
817,Two months ago we were a company facing vertical growth and hiring more people Then coronavirus came It hit us so hard t RT More people have died in Bristol s care homes than in its hospitals,Neutral
818,CoronavirusInIndia PM NarendraModi To Address Event In Honour Of Frontline Warriors On Thursday,Positive
819,LIVE UPDATES Boris Johnson at PMQs It s not possible to compare international coronavirus cases,Neutral
